Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Analyst,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Data Scientist,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,110000,British Pound Sterling,United Kingdom,135344,United Kingdom,Medium,2023
Data Engineer,Full-Time,Executive,Director,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023
Research Engineer,Full-Time,Mid,Intermediate,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023
Data Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022
Research Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022
Insight Analyst,Full-Time,Mid,Intermediate,42000,British Pound Sterling,United Kingdom,51676,United Kingdom,Medium,2023
Insight Analyst,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023
ETL Developer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022
Cloud Data Architect,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Large,2021
Director of Data Science,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Large,2021
Machine Learning Engineer,Full-Time,Entry,Junior,250000,United States Dollar,United States of America,250000,United States,Large,2020
Data Scientist,Full-Time,Executive,Director,249600,United States Dollar,United States of America,249600,United States,Medium,2023
Research Engineer,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022
Research Scientist,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022
Director of Data Science,Full-Time,Executive,Director,249300,United States Dollar,United States of America,249300,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,249260,United States Dollar,United States of America,249260,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,248700,United States Dollar,United States of America,248700,United States,Medium,2022
Research Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,100000,British Pound Sterling,United Kingdom,123040,United Kingdom,Medium,2023
Data Analyst,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023
BI Developer,Full-Time,Senior,Expert,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023
BI Developer,Full-Time,Senior,Expert,50750,British Pound Sterling,United Kingdom,62442,United Kingdom,Medium,2023
Data Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,248000,United States Dollar,United States of America,248000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Executive,Director,247500,United States Dollar,United States of America,247500,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2023
Data Science Lead,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,247300,United States Dollar,United States of America,247300,United States,Medium,2023
Director of Data Science,Full-Time,Executive,Director,247000,United States Dollar,United States of America,247000,United States,Medium,2023
Applied Scientist,Full-Time,Senior,Expert,246500,United States Dollar,United States of America,246500,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,246000,United States Dollar,United States of America,246000,United States,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,245100,United States Dollar,United States of America,245100,United States,Medium,2023
Data Science Manager,Full-Time,Senior,Expert,245100,United States Dollar,United States of America,245100,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2023
ML Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,45000,Euro,Spain,48585,Spain,Medium,2023
Data Scientist,Full-Time,Senior,Expert,36000,Euro,Spain,38868,Spain,Medium,2023
Research Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,245000,United States Dollar,United States of America,245000,United States,Medium,2022
Data Science Lead,Full-Time,Mid,Intermediate,244000,United States Dollar,United States of America,244000,United States,Medium,2023
Data Scientist,Full-Time,Senior,Expert,243900,United States Dollar,United States of America,243900,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,243900,United States Dollar,United States of America,243900,United States,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,243225,United States Dollar,United States of America,243225,United States,Medium,2022
ML Engineer,Full-Time,Senior,Expert,243000,United States Dollar,United States of America,243000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,242921,United States Dollar,United States of America,242921,United States,Medium,2023
Data Analyst,Full-Time,Senior,Expert,129000,United States Dollar,Canada,129000,Canada,Medium,2023
Data Analyst,Full-Time,Senior,Expert,95000,United States Dollar,Canada,95000,Canada,Medium,2023
Data Engineer,Full-Time,Mid,Intermediate,242000,United States Dollar,United States of America,242000,United States,Medium,2023
Data Engineer,Full-Time,Executive,Director,242000,United States Dollar,United States of America,242000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023
Data Analyst,Full-Time,Mid,Intermediate,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023
Applied Data Scientist,Full-Time,Entry,Junior,27500,Euro,Italy,29691,Italy,Large,2023
Data Engineer,Full-Time,Senior,Expert,241871,United States Dollar,United States of America,241871,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,241300,United States Dollar,United States of America,241300,United States,Medium,2023
Business Intelligence Engineer,Full-Time,Senior,Expert,241300,United States Dollar,United States of America,241300,United States,Large,2023
Data Engineer,Full-Time,Senior,Expert,241000,United States Dollar,United States of America,241000,United States,Medium,2023
Machine Learning Engineer,Full-Time,Senior,Expert,241000,United States Dollar,United States of America,241000,United States,Medium,2023
Data Science Manager,Full-Time,Mid,Intermediate,241000,United States Dollar,United States of America,241000,United States,Medium,2022
Research Engineer,Full-Time,Senior,Expert,240960,United States Dollar,United States of America,240960,United States,Medium,2023
Data Engineer,Full-Time,Senior,Expert,240500,United States Dollar,United States of America,240500,United States,Large,2023
