,Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year,Region
247,Data Architect,Full-Time,Senior,Expert,85000,British Pound Sterling,United Kingdom,104584,United Kingdom,Medium,2023,Europe
248,Data Architect,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023,Europe
249,Data Analytics Manager,Full-Time,Senior,Expert,254500,United States Dollar,United States of America,254500,United States,Large,2023,North America
250,Data Scientist,Full-Time,Senior,Expert,254000,United States Dollar,United States of America,254000,United States,Medium,2023,North America
251,Data Engineer,Full-Time,Senior,Expert,254000,United States Dollar,United States of America,254000,United States,Medium,2023,North America
252,Machine Learning Engineer,Full-Time,Senior,Expert,254000,United States Dollar,United States of America,254000,United States,Medium,2023,North America
253,Data Scientist,Full-Time,Senior,Expert,253430,United States Dollar,United States of America,253430,United States,Medium,2023,North America
254,Data Engineer,Full-Time,Senior,Expert,253200,United States Dollar,United States of America,253200,United States,Medium,2023,North America
255,Machine Learning Engineer,Full-Time,Senior,Expert,253000,United States Dollar,United States of America,253000,United States,Medium,2023,North America
256,Data Scientist,Full-Time,Senior,Expert,253000,United States Dollar,United States of America,253000,United States,Medium,2023,North America
257,Applied Scientist,Full-Time,Senior,Expert,253000,United States Dollar,United States of America,253000,United States,Medium,2023,North America
258,Research Engineer,Full-Time,Senior,Expert,253000,United States Dollar,United States of America,253000,United States,Medium,2023,North America
259,Research Scientist,Full-Time,Entry,Junior,252990,United States Dollar,United States of America,252990,United States,Medium,2023,North America
260,Applied Scientist,Full-Time,Senior,Expert,252990,United States Dollar,United States of America,252990,United States,Medium,2023,North America
261,Data Engineer,Full-Time,Senior,Expert,252000,United States Dollar,United States of America,252000,United States,Medium,2023,North America
262,Data Scientist,Full-Time,Senior,Expert,252000,United States Dollar,United States of America,252000,United States,Medium,2023,North America
263,Data Scientist,Full-Time,Senior,Expert,250830,United States Dollar,United States of America,250830,United States,Medium,2023,North America
264,Research Scientist,Full-Time,Entry,Junior,250800,United States Dollar,United States of America,250800,United States,Medium,2023,North America
265,Machine Learning Engineer,Full-Time,Senior,Expert,250500,United States Dollar,United States of America,250500,United States,Medium,2023,North America
266,Data Architect,Full-Time,Senior,Expert,250500,United States Dollar,United States of America,250500,United States,Medium,2023,North America
267,Director of Data Science,Full-Time,Executive,Director,250300,United States Dollar,United States of America,250300,United States,Medium,2023,North America
268,Machine Learning Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
269,Research Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
270,Data Scientist,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
271,Applied Scientist,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
272,Research Scientist,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
273,Data Analyst,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
274,Data Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
275,Data Scientist,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
276,Data Engineer,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
277,Machine Learning Engineer,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
278,Data Engineer,Full-Time,Executive,Director,110000,British Pound Sterling,United Kingdom,135344,United Kingdom,Medium,2023,Europe
279,Data Engineer,Full-Time,Executive,Director,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023,Europe
280,Data Analyst,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
281,Data Engineer,Full-Time,Mid,Intermediate,250000,United States Dollar,United States of America,250000,United States,Medium,2023,North America
282,Research Engineer,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86128,United Kingdom,Medium,2023,Europe
283,Research Engineer,Full-Time,Mid,Intermediate,55000,British Pound Sterling,United Kingdom,67672,United Kingdom,Medium,2023,Europe
284,Data Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022,North America
285,Research Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022,North America
286,Insight Analyst,Full-Time,Mid,Intermediate,42000,British Pound Sterling,United Kingdom,51676,United Kingdom,Medium,2023,Europe
287,Insight Analyst,Full-Time,Mid,Intermediate,35000,British Pound Sterling,United Kingdom,43064,United Kingdom,Medium,2023,Europe
288,ETL Developer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022,North America
289,Analytics Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022,North America
290,Data Architect,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Medium,2022,North America
291,Cloud Data Architect,Full-Time,Senior,Expert,250000,United States Dollar,United States of America,250000,United States,Large,2021,North America
292,Director of Data Science,Full-Time,Executive,Director,250000,United States Dollar,United States of America,250000,United States,Large,2021,North America
293,Machine Learning Engineer,Full-Time,Entry,Junior,250000,United States Dollar,United States of America,250000,United States,Large,2020,North America
294,Data Scientist,Full-Time,Executive,Director,249600,United States Dollar,United States of America,249600,United States,Medium,2023,North America
295,Research Engineer,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022,North America
296,Data Scientist,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022,North America
297,Research Scientist,Full-Time,Senior,Expert,249500,United States Dollar,United States of America,249500,United States,Medium,2022,North America
298,Director of Data Science,Full-Time,Executive,Director,249300,United States Dollar,United States of America,249300,United States,Medium,2023,North America
299,Data Science Manager,Full-Time,Senior,Expert,249260,United States Dollar,United States of America,249260,United States,Medium,2022,North America
300,Machine Learning Engineer,Full-Time,Senior,Expert,248700,United States Dollar,United States of America,248700,United States,Medium,2022,North America
301,Research Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023,North America
302,Data Analyst,Full-Time,Senior,Expert,100000,British Pound Sterling,United Kingdom,123040,United Kingdom,Medium,2023,Europe
303,Data Analyst,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92280,United Kingdom,Medium,2023,Europe
304,BI Developer,Full-Time,Senior,Expert,80000,British Pound Sterling,United Kingdom,98432,United Kingdom,Medium,2023,Europe
305,BI Developer,Full-Time,Senior,Expert,50750,British Pound Sterling,United Kingdom,62442,United Kingdom,Medium,2023,Europe
306,Data Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023,North America
307,Applied Scientist,Full-Time,Senior,Expert,248100,United States Dollar,United States of America,248100,United States,Medium,2023,North America
308,Data Engineer,Full-Time,Senior,Expert,248000,United States Dollar,United States of America,248000,United States,Medium,2023,North America
309,Machine Learning Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States of America,247500,United States,Medium,2023,North America
